,Brand,Model ,Generation  ,Modification (Engine) ,Start of production ,Powertrain Architecture ,Body type,Seats ,Doors ,Combined fuel consumption (WLTP) ,CO2 emissions (WLTP),Fuel Type ,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net) ,Maximum speed ,Emission standard ,Weight-to-power ratio ,Weight-to-torque ratio ,Battery voltage ,Battery location ,Electric motor power ,Power ,Power per litre ,Torque ,Engine layout ,Engine Model/Code ,Engine displacement ,Number of cylinders ,Engine configuration ,Cylinder Bore ,Piston Stroke ,Compression ratio ,Number of valves per cylinder ,Fuel injection system ,Engine aspiration ,Valvetrain  ,Engine oil capacity ,Engine oil specification ,Engine systems,Kerb Weight ,Max. weight ,Max load,Trunk (boot) space - minimum ,Fuel tank capacity ,Max. roof load ,Permitted trailer load with brakes (12%) ,Permitted trailer load without brakes ,Permitted towbar download ,Length ,Width ,Height ,Wheelbase ,Front track ,Rear (Back) track ,Ride height (ground clearance) ,Drag coefficient (Cd) ,Minimum turning circle (turning diameter) ,Drivetrain Architecture ,Drive wheel ,Number of gears and type of gearbox ,Front suspension ,Rear suspension ,Front brakes,Rear brakes,Assisting systems,Steering type ,Power steering ,Tires size,Wheel rims size,Battery technology ,Electric motor location ,All-electric range (WLTP),Average Energy consumption (WLTP) ,Electric motor Torque ,Gross battery capacity ,Max speed (electric) ,Recuperation output ,System power ,System torque ,Trunk (boot) space - maximum ,Fuel consumption (economy) - combined,CO2 emissions,Coolant ,End of production ,Fuel consumption (economy) - extra urban,Fuel consumption (economy) - urban ,"CO2 emissions (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - urban (NEDC, WLTP equivalent) ",Front overhang ,Rear overhang ,Width including mirrors ,"Average Energy consumption (NEDC, WLTP equivalent) ",Permitted trailer load with brakes (8%) ,CO2 emissions (NEDC),Fuel consumption (economy) - combined (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - urban (NEDC) ,"All-electric range (NEDC, WLTP equivalent)",All-electric range (NEDC),Average Energy consumption (NEDC) ,Acceleration 0 - 60 mph ,Width with mirrors folded ,Maximum engine speed 
341,BMW,3 Series,"3 Series Sedan (E90 LCI, facelift 2008)",325d (197 Hp) ,2009 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Diesel ,7.4 sec ,7.4 sec ,7 sec ,"235 km/h
						146.02 mph",Euro 4 ,"7.7 kg/Hp, 129.2 Hp/tonne ","3.8 kg/Nm, 262.3 Nm/tonne ",,,,197 Hp @ 4000 rpm. ,65.8 Hp/l ,"400 Nm @ 1300-3250 rpm.
						295.02 lb.-ft. @ 1300-3250 rpm.","Front, Longitudinal ",M57D30TU2 ,"2993 cm3
182.64 cu. in.",6 ,Inline ,"84 mm
					3.31 in.","90 mm
					3.54 in.",17 ,4 ,Diesel Commonrail ,"Turbocharger, Intercooler ",,"7.5 l
					7.93 US qt | 6.6 UK qt",Log in to see.,,"1525 kg
					3362.05 lbs.","2045 kg
					4508.45 lbs.","520 kg
					1146.4 lbs.","460 l
					16.24 cu. ft.","61 l
						16.11 US gal | 13.42 UK gal","75 kg
					165.35 lbs.","1800 kg
					3968.32 lbs.","750 kg
					1653.47 lbs.","75 kg
					165.35 lbs.","4531 mm
					178.39 in.","1817 mm
					71.54 in.","1421 mm
					55.94 in.","2760 mm
					108.66 in.","1500 mm
					59.06 in.","1529 mm
					60.2 in.","144 mm
					5.67 in.",0.28 ,"11.0 m
					36.09 ft.",The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"6 gears, manual transmission ",Independent coil spring ,Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,225/45 R17 91W ,8J x 17 ,,,,,,,,,,,,"5.7 l/100 km
							41.27 US mpg49.56 UK mpg17.54 km/l",153 g/km ,"7.9 l
					8.35 US qt | 6.95 UK qt",2010 year ,"4.6 l/100 km
							51.13 US mpg61.41 UK mpg21.74 km/l","7.6 l/100 km
							30.95 US mpg37.17 UK mpg13.16 km/l",,,,,,,"1989 mm
					78.31 in.",,,,,,,,,,,,
342,BMW,3 Series,"3 Series Sedan (E90 LCI, facelift 2008)",323i (200 Hp) Steptronic ,2008 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,8.1 sec ,8.1 sec ,7.7 sec ,"210 km/h, Electronically limited
						130.49 mph",,"7.7 kg/Hp, 130.7 Hp/tonne ","6.3 kg/Nm, 159.5 Nm/tonne ",,,,200 Hp @ 6000 rpm. ,80.1 Hp/l ,"244 Nm @ 4000-5000 rpm.
						179.97 lb.-ft. @ 4000-5000 rpm.","Front, Longitudinal ",N52B25 ,"2497 cm3
152.38 cu. in.",6 ,Inline ,"82 mm
					3.23 in.","78.8 mm
					3.1 in.",11 ,4 ,Multi-point indirect injection ,Naturally aspirated engine ,"DOHC, Valvetronic ","6.5 l
					6.87 US qt | 5.72 UK qt",Log in to see.,,"1530 kg
					3373.07 lbs.","2011 kg
					4433.5 lbs.","481 kg
					1060.42 lbs.","460 l
					16.24 cu. ft.","61 l
						16.11 US gal | 13.42 UK gal","75 kg
					165.35 lbs.",,,,"4541 mm
					178.78 in.","1817 mm
					71.54 in.","1421 mm
					55.94 in.","2760 mm
					108.66 in.","1500 mm
					59.06 in.","1529 mm
					60.2 in.",,0.28 ,"11 m
					36.09 ft.",The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"6 gears, automatic transmission Steptronic ","Spring Strut, Transverse stabilizer ","Independent multi-link suspension, Transverse stabilizer ","Ventilated discs, 312 mm ","Ventilated discs, 300 mm ",ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,205/55 R16; 225/45 R17 ,7J x 16; 8J x 17 ,,,,,,,,,,,,"9.2 l/100 km
							25.57 US mpg30.7 UK mpg10.87 km/l",,,2011 year ,"6.7 l/100 km
							35.11 US mpg42.16 UK mpg14.93 km/l","11.2 l/100 km
							21 US mpg25.22 UK mpg8.93 km/l",,,,,,,"1989 mm
					78.31 in.",,,,,,,,,,,,
343,BMW,3 Series,"3 Series Sedan (E90 LCI, facelift 2008)",323i (200 Hp) ,2008 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,7.4 sec ,7.4 sec ,7 sec ,"210 km/h, Electronically limited
						130.49 mph",,"7.5 kg/Hp, 133.3 Hp/tonne ","6.1 kg/Nm, 162.7 Nm/tonne ",,,,200 Hp @ 6000 rpm. ,80.1 Hp/l ,"244 Nm @ 4000-5000 rpm.
						179.97 lb.-ft. @ 4000-5000 rpm.","Front, Longitudinal ",N52B25 ,"2497 cm3
152.38 cu. in.",6 ,Inline ,"82 mm
					3.23 in.","78.8 mm
					3.1 in.",11 ,4 ,Multi-point indirect injection ,Naturally aspirated engine ,"DOHC, Valvetronic ","6.5 l
					6.87 US qt | 5.72 UK qt",Log in to see.,,"1500 kg
					3306.93 lbs.","1980 kg
					4365.15 lbs.","480 kg
					1058.22 lbs.","460 l
					16.24 cu. ft.","61 l
						16.11 US gal | 13.42 UK gal","75 kg
					165.35 lbs.",,,,"4541 mm
					178.78 in.","1817 mm
					71.54 in.","1421 mm
					55.94 in.","2760 mm
					108.66 in.","1500 mm
					59.06 in.","1529 mm
					60.2 in.",,0.28 ,"11 m
					36.09 ft.",The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"6 gears, manual transmission ","Spring Strut, Transverse stabilizer ","Independent multi-link suspension, Transverse stabilizer ","Ventilated discs, 312 mm ","Ventilated discs, 300 mm ",ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,205/55 R16; 225/45 R17 ,7J x 16; 8J x 17 ,,,,,,,,,,,,"9.2 l/100 km
							25.57 US mpg30.7 UK mpg10.87 km/l",,,2011 year ,"6.9 l/100 km
							34.09 US mpg40.94 UK mpg14.49 km/l","11.1 l/100 km
							21.19 US mpg25.45 UK mpg9.01 km/l",,,,,,,"1989 mm
					78.31 in.",,,,,,,,,,,,
344,BMW,3 Series,"3 Series Sedan (E90 LCI, facelift 2008)",320i (170 Hp) Steptronic ,2008 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,8.9 sec ,8.9 sec ,8.5 sec ,"226 km/h
						140.43 mph",Euro 4 ,"8.2 kg/Hp, 121.4 Hp/tonne ","6.7 kg/Nm, 150 Nm/tonne ",,,,170 Hp @ 6700 rpm. ,85.2 Hp/l ,"210 Nm @ 4250 rpm.
						154.89 lb.-ft. @ 4250 rpm.","Front, Longitudinal ",N43B20A ,"1995 cm3
121.74 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","90 mm
					3.54 in.",12 ,4 ,Direct injection ,Naturally aspirated engine ,"DOHC, Double-VANOS ","4.25 l
					4.49 US qt | 3.74 UK qt",Log in to see.,Start & Stop System,"1400 kg
					3086.47 lbs.","1920 kg
					4232.88 lbs.","520 kg
					1146.4 lbs.","460 l
					16.24 cu. ft.","63 l
						16.64 US gal | 13.86 UK gal","75 kg
					165.35 lbs.","1500 kg
					3306.93 lbs.","695 kg
					1532.21 lbs.","75 kg
					165.35 lbs.","4531 mm
					178.39 in.","1817 mm
					71.54 in.","1421 mm
					55.94 in.","2760 mm
					108.66 in.","1506 mm
					59.29 in.","1535 mm
					60.43 in.",,0.26 ,,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"6 gears, automatic transmission Steptronic ","Spring Strut, Transverse stabilizer ","Independent multi-link suspension, Transverse stabilizer ",Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,Front wheel tires: 205/55 R16; 225/45 R17Rear wheel tires: 205/55 R16; 225/45 R17; 255/40 R17 ,Front wheel rims: 7J x 16; 8J x 17Rear wheel rims: 7J x 16; 8J x 17; 8.5J x 17 ,,,,,,,,,,,,,,"9.2 l
					9.72 US qt | 8.09 UK qt",2009 year ,,,,,,,"757 mm
					29.8 in.","1014 mm
					39.92 in.","1989 mm
					78.31 in.",,"1600 kg
					3527.4 lbs.",156 g/km ,"6.5 l/100 km
							36.19 US mpg43.46 UK mpg15.38 km/l","5.1 l/100 km
							46.12 US mpg55.39 UK mpg19.61 km/l","8.9 l/100 km
							26.43 US mpg31.74 UK mpg11.24 km/l",,,,,,
345,BMW,3 Series,"3 Series Sedan (E90 LCI, facelift 2008)",320i (170 Hp) ,2008 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Petrol (Gasoline) ,8.2 sec ,8.2 sec ,7.8 sec ,"228 km/h
						141.67 mph",Euro 4 ,"8.1 kg/Hp, 124.1 Hp/tonne ","6.5 kg/Nm, 153.3 Nm/tonne ",,,,170 Hp @ 6700 rpm. ,85.2 Hp/l ,"210 Nm @ 4250 rpm.
						154.89 lb.-ft. @ 4250 rpm.","Front, Longitudinal ",N43B20A ,"1995 cm3
121.74 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","90 mm
					3.54 in.",12 ,4 ,Direct injection ,Naturally aspirated engine ,"DOHC, Double-VANOS ","4.25 l
					4.49 US qt | 3.74 UK qt",Log in to see.,Start & Stop System,"1370 kg
					3020.33 lbs.","1890 kg
					4166.74 lbs.","520 kg
					1146.4 lbs.","460 l
					16.24 cu. ft.","63 l
						16.64 US gal | 13.86 UK gal","75 kg
					165.35 lbs.","1400 kg
					3086.47 lbs.","695 kg
					1532.21 lbs.","75 kg
					165.35 lbs.","4531 mm
					178.39 in.","1817 mm
					71.54 in.","1421 mm
					55.94 in.","2760 mm
					108.66 in.","1506 mm
					59.29 in.","1535 mm
					60.43 in.",,0.26 ,,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"6 gears, manual transmission ","Spring Strut, Transverse stabilizer ","Independent multi-link suspension, Transverse stabilizer ",Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,Front wheel tires: 205/55 R16; 225/45 R17Rear wheel tires: 205/55 R16; 225/45 R17; 255/40 R17 ,Front wheel rims: 7J x 16; 8J x 17Rear wheel rims: 7J x 16; 8J x 17; 8.5J x 17 ,,,,,,,,,,,,,,"8.4 l
					8.88 US qt | 7.39 UK qt",2009 year ,,,,,,,"757 mm
					29.8 in.","1014 mm
					39.92 in.","1989 mm
					78.31 in.",,"1600 kg
					3527.4 lbs.",146 g/km ,"6.1 l/100 km
							38.56 US mpg46.31 UK mpg16.39 km/l","4.8 l/100 km
							49 US mpg58.85 UK mpg20.83 km/l","8.4 l/100 km
							28 US mpg33.63 UK mpg11.9 km/l",,,,,,
346,BMW,3 Series,"3 Series Sedan (E90 LCI, facelift 2008)",320d (184 Hp) xDrive Steptronic ,2010 year ,Internal Combustion engine ,Sedan ,4 ,4 ,,,Diesel ,8 sec ,8 sec ,7.6 sec ,"228 km/h
						141.67 mph",Euro 5 ,"8.4 kg/Hp, 119.5 Hp/tonne ","4.1 kg/Nm, 246.8 Nm/tonne ",,,,184 Hp @ 4000 rpm. ,92.2 Hp/l ,"380 Nm @ 1900-2750 rpm.
						280.27 lb.-ft. @ 1900-2750 rpm.","Front, Longitudinal ",N47D20C ,"1995 cm3
121.74 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","90 mm
					3.54 in.",16.5 ,4 ,Diesel Commonrail ,"Turbocharger, Intercooler ",,"5.2 l
					5.49 US qt | 4.58 UK qt",Log in to see.,Particulate filter,"1540 kg
					3395.12 lbs.","2060 kg
					4541.52 lbs.","520 kg
					1146.4 lbs.","460 l
					16.24 cu. ft.","61 l
						16.11 US gal | 13.42 UK gal","75 kg
					165.35 lbs.","1600 kg
					3527.4 lbs.","745 kg
					1642.44 lbs.","75 kg
					165.35 lbs.","4531 mm
					178.39 in.","1817 mm
					71.54 in.","1421 mm
					55.94 in.","2760 mm
					108.66 in.","1506 mm
					59.29 in.","1535 mm
					60.43 in.","140 mm
					5.51 in.",0.30 ,"11.8 m
					38.71 ft.",,All wheel drive (4x4) ,"6 gears, automatic transmission ",Independent coil spring ,Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,205/55 R16 91V ,7J x 16 ,,,,,,,,,,,,"5.7 l/100 km
							41.27 US mpg49.56 UK mpg17.54 km/l",150 g/km ,"7.9 l
					8.35 US qt | 6.95 UK qt",2012 year ,"4.8 l/100 km
							49 US mpg58.85 UK mpg20.83 km/l","7.2 l/100 km
							32.67 US mpg39.23 UK mpg13.89 km/l",,,,,,,,,,,,,,,,,,,
347,BMW,3 Series,"3 Series Sedan (E90 LCI, facelift 2008)",320d (184 Hp) xDrive ,2010 year ,Internal Combustion engine ,Sedan ,4 ,4 ,,,Diesel ,7.9 sec ,7.9 sec ,7.5 sec ,"230 km/h
						142.92 mph",Euro 5 ,"8.3 kg/Hp, 120.7 Hp/tonne ","4 kg/Nm, 249.2 Nm/tonne ",,,,184 Hp @ 4000 rpm. ,92.2 Hp/l ,"380 Nm @ 1900-2750 rpm.
						280.27 lb.-ft. @ 1900-2750 rpm.","Front, Longitudinal ",N47D20C ,"1995 cm3
121.74 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","90 mm
					3.54 in.",16.5 ,4 ,Diesel Commonrail ,"Turbocharger, Intercooler ",,"5.2 l
					5.49 US qt | 4.58 UK qt",Log in to see.,Particulate filter,"1525 kg
					3362.05 lbs.","2045 kg
					4508.45 lbs.","520 kg
					1146.4 lbs.","460 l
					16.24 cu. ft.","61 l
						16.11 US gal | 13.42 UK gal","75 kg
					165.35 lbs.","1600 kg
					3527.4 lbs.","745 kg
					1642.44 lbs.","75 kg
					165.35 lbs.","4531 mm
					178.39 in.","1817 mm
					71.54 in.","1421 mm
					55.94 in.","2760 mm
					108.66 in.","1506 mm
					59.29 in.","1535 mm
					60.43 in.","140 mm
					5.51 in.",0.30 ,"11.8 m
					38.71 ft.",,All wheel drive (4x4) ,"6 gears, manual transmission ",Independent coil spring ,Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,205/55 R16 91V ,7J x 16 ,,,,,,,,,,,,"5.2 l/100 km
							45.23 US mpg54.32 UK mpg19.23 km/l",137 g/km ,"7.5 l
					7.93 US qt | 6.6 UK qt",2012 year ,"4.5 l/100 km
							52.27 US mpg62.77 UK mpg22.22 km/l","6.4 l/100 km
							36.75 US mpg44.14 UK mpg15.63 km/l",,,,,,,,,,,,,,,,,,,
348,BMW,3 Series,"3 Series Sedan (E90 LCI, facelift 2008)",320d (184 Hp) Steptronic ,2010 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Diesel ,7.6 sec ,7.6 sec ,7.2 sec ,"233 km/h
						144.78 mph",Euro 5 ,"7.8 kg/Hp, 128.7 Hp/tonne ","3.8 kg/Nm, 265.7 Nm/tonne ",,,,184 Hp @ 4000 rpm. ,92.2 Hp/l ,"380 Nm @ 1900-2750 rpm.
						280.27 lb.-ft. @ 1900-2750 rpm.","Front, Longitudinal ",N47D20C ,"1995 cm3
121.74 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","90 mm
					3.54 in.",16.5 ,4 ,Diesel Commonrail ,"Turbocharger, Intercooler ",,"5.2 l
					5.49 US qt | 4.58 UK qt",Log in to see.,Particulate filter,"1430 kg
					3152.61 lbs.","1950 kg
					4299.01 lbs.","520 kg
					1146.4 lbs.","460 l
					16.24 cu. ft.","61 l
						16.11 US gal | 13.42 UK gal","75 kg
					165.35 lbs.","1600 kg
					3527.4 lbs.","745 kg
					1642.44 lbs.","75 kg
					165.35 lbs.","4531 mm
					178.39 in.","1817 mm
					71.54 in.","1421 mm
					55.94 in.","2760 mm
					108.66 in.","1506 mm
					59.29 in.","1535 mm
					60.43 in.","144 mm
					5.67 in.",0.27 ,"11.0 m
					36.09 ft.",The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"6 gears, automatic transmission ",Independent coil spring ,Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,205/55 R16 91V ,7J x 16 ,,,,,,,,,,,,"5.3 l/100 km
							44.38 US mpg53.3 UK mpg18.87 km/l",140 g/km ,"7.9 l
					8.35 US qt | 6.95 UK qt",2010 year ,"4.4 l/100 km
							53.46 US mpg64.2 UK mpg22.73 km/l","6.8 l/100 km
							34.59 US mpg41.54 UK mpg14.71 km/l",,,,,,,,,,,,,,,,,,,
349,BMW,3 Series,"3 Series Sedan (E90 LCI, facelift 2008)",320d (184 Hp) ,2010 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Diesel ,7.5 sec ,7.5 sec ,7.1 sec ,"235 km/h
						146.02 mph",Euro 5 ,"7.7 kg/Hp, 129.6 Hp/tonne ","3.7 kg/Nm, 267.6 Nm/tonne ",,,,184 Hp @ 4000 rpm. ,92.2 Hp/l ,"380 Nm @ 1900-2750 rpm.
						280.27 lb.-ft. @ 1900-2750 rpm.","Front, Longitudinal ",N47D20C ,"1995 cm3
121.74 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","90 mm
					3.54 in.",16.5 ,4 ,Diesel Commonrail ,"Turbocharger, Intercooler ",,"5.2 l
					5.49 US qt | 4.58 UK qt",Log in to see.,Particulate filter,"1420 kg
					3130.56 lbs.","1940 kg
					4276.97 lbs.","520 kg
					1146.4 lbs.","460 l
					16.24 cu. ft.","61 l
						16.11 US gal | 13.42 UK gal","75 kg
					165.35 lbs.","1600 kg
					3527.4 lbs.","745 kg
					1642.44 lbs.","75 kg
					165.35 lbs.","4531 mm
					178.39 in.","1817 mm
					71.54 in.","1421 mm
					55.94 in.","2760 mm
					108.66 in.","1506 mm
					59.29 in.","1535 mm
					60.43 in.","144 mm
					5.67 in.",0.27 ,"11.0 m
					36.09 ft.",The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"6 gears, manual transmission ",Independent coil spring ,Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,205/55 R16 91V ,7J x 16 ,,,,,,,,,,,,"4.7 l/100 km
							50.05 US mpg60.1 UK mpg21.28 km/l",125 g/km ,"7.5 l
					7.93 US qt | 6.6 UK qt",2010 year ,"4 l/100 km
							58.8 US mpg70.62 UK mpg25 km/l","5.9 l/100 km
							39.87 US mpg47.88 UK mpg16.95 km/l",,,,,,,,,,,,,,,,,,,
350,BMW,3 Series,"3 Series Sedan (E90 LCI, facelift 2008)",320d (177 Hp) xDrive Steptronic ,2009 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Diesel ,8.3 sec ,8.3 sec ,7.9 sec ,"222 km/h
						137.94 mph",Euro 4 ,"8.7 kg/Hp, 114.9 Hp/tonne ","4.4 kg/Nm, 227.3 Nm/tonne ",,,,177 Hp @ 4000 rpm. ,88.7 Hp/l ,"350 Nm @ 1750-3000 rpm.
						258.15 lb.-ft. @ 1750-3000 rpm.","Front, Longitudinal ",N47D20C ,"1995 cm3
121.74 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","90 mm
					3.54 in.",16 ,4 ,Diesel Commonrail ,"Turbocharger, Intercooler ",,"5.2 l
					5.49 US qt | 4.58 UK qt",Log in to see.,,"1540 kg
					3395.12 lbs.","2060 kg
					4541.52 lbs.","520 kg
					1146.4 lbs.","460 l
					16.24 cu. ft.","61 l
						16.11 US gal | 13.42 UK gal","75 kg
					165.35 lbs.","1600 kg
					3527.4 lbs.","745 kg
					1642.44 lbs.","75 kg
					165.35 lbs.","4531 mm
					178.39 in.","1817 mm
					71.54 in.","1421 mm
					55.94 in.","2760 mm
					108.66 in.","1506 mm
					59.29 in.","1535 mm
					60.43 in.","140 mm
					5.51 in.",0.30 ,"11.8 m
					38.71 ft.",,All wheel drive (4x4) ,"6 gears, automatic transmission ",Independent coil spring ,Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,205/55 R16 91V ,7J x 16 ,,,,,,,,,,,,"5.9 l/100 km
							39.87 US mpg47.88 UK mpg16.95 km/l",156 g/km ,"7.9 l
					8.35 US qt | 6.95 UK qt",2010 year ,"4.8 l/100 km
							49 US mpg58.85 UK mpg20.83 km/l","7.9 l/100 km
							29.77 US mpg35.76 UK mpg12.66 km/l",,,,,,,"1989 mm
					78.31 in.",,,,,,,,,,,,
351,BMW,3 Series,"3 Series Sedan (E90 LCI, facelift 2008)",320d (177 Hp) xDrive ,2009 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Diesel ,8.2 sec ,8.2 sec ,7.8 sec ,"224 km/h
						139.19 mph",Euro 4 ,"8.6 kg/Hp, 116.1 Hp/tonne ","4.4 kg/Nm, 229.5 Nm/tonne ",,,,177 Hp @ 4000 rpm. ,88.7 Hp/l ,"350 Nm @ 1750-3000 rpm.
						258.15 lb.-ft. @ 1750-3000 rpm.","Front, Longitudinal ",N47D20C ,"1995 cm3
121.74 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","90 mm
					3.54 in.",16 ,4 ,Diesel Commonrail ,"Turbocharger, Intercooler ",,"5.2 l
					5.49 US qt | 4.58 UK qt",Log in to see.,,"1525 kg
					3362.05 lbs.","2045 kg
					4508.45 lbs.","520 kg
					1146.4 lbs.","460 l
					16.24 cu. ft.","61 l
						16.11 US gal | 13.42 UK gal","75 kg
					165.35 lbs.","1600 kg
					3527.4 lbs.","745 kg
					1642.44 lbs.","75 kg
					165.35 lbs.","4531 mm
					178.39 in.","1817 mm
					71.54 in.","1421 mm
					55.94 in.","2760 mm
					108.66 in.","1506 mm
					59.29 in.","1535 mm
					60.43 in.","140 mm
					5.51 in.",0.30 ,"11.8 m
					38.71 ft.",,All wheel drive (4x4) ,"6 gears, manual transmission ",Independent coil spring ,Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,205/55 R16 91V ,7J x 16 ,,,,,,,,,,,,"5.4 l/100 km
							43.56 US mpg52.31 UK mpg18.52 km/l",143 g/km ,"7.5 l
					7.93 US qt | 6.6 UK qt",2010 year ,"4.6 l/100 km
							51.13 US mpg61.41 UK mpg21.74 km/l","6.7 l/100 km
							35.11 US mpg42.16 UK mpg14.93 km/l",,,,,,,"1989 mm
					78.31 in.",,,,,,,,,,,,
352,BMW,3 Series,"3 Series Sedan (E90 LCI, facelift 2008)",320d (177 Hp) Steptronic ,2009 year ,Internal Combustion engine ,Sedan ,5 ,4 ,,,Diesel ,8 sec ,8 sec ,7.6 sec ,"228 km/h
						141.67 mph",Euro 5 ,"8.2 kg/Hp, 122.5 Hp/tonne ","4.1 kg/Nm, 242.2 Nm/tonne ",,,,177 Hp @ 4000 rpm. ,88.7 Hp/l ,"350 Nm @ 1750-3000 rpm.
						258.15 lb.-ft. @ 1750-3000 rpm.","Front, Longitudinal ",N47D20C ,"1995 cm3
121.74 cu. in.",4 ,Inline ,"84 mm
					3.31 in.","90 mm
					3.54 in.",16 ,4 ,Diesel Commonrail ,"Turbocharger, Intercooler ",,"5.2 l
					5.49 US qt | 4.58 UK qt",Log in to see.,Particulate filter,"1445 kg
					3185.68 lbs.","1965 kg
					4332.08 lbs.","520 kg
					1146.4 lbs.","460 l
					16.24 cu. ft.","61 l
						16.11 US gal | 13.42 UK gal","75 kg
					165.35 lbs.","1600 kg
					3527.4 lbs.","745 kg
					1642.44 lbs.","75 kg
					165.35 lbs.","4531 mm
					178.39 in.","1817 mm
					71.54 in.","1421 mm
					55.94 in.","2760 mm
					108.66 in.","1506 mm
					59.29 in.","1535 mm
					60.43 in.","144 mm
					5.67 in.",0.27 ,"11.0 m
					36.09 ft.",The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"6 gears, automatic transmission ",Independent coil spring ,Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,205/55 R16 91V ,7J x 16 ,,,,,,,,,,,,"5.6 l/100 km
							42 US mpg50.44 UK mpg17.86 km/l",148 g/km ,"7.9 l
					8.35 US qt | 6.95 UK qt",2010 year ,"4.6 l/100 km
							51.13 US mpg61.41 UK mpg21.74 km/l","7.3 l/100 km
							32.22 US mpg38.7 UK mpg13.7 km/l",,,,,,,"1989 mm
					78.31 in.",,,,,,,,,,,,
